frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
5210,2554.0,[1942.2475083553738 1415.7955290599205 2672.6588052176926 2162.9086008754025],[2219.6171875 2084.8125 2422.453125 2160.0],0.2948184311389923,NAX2785,0.29648556103424656
5331,2505.0,[1944.5700417090866 1343.657461314364 2705.54216434257 2123.6582544424864],[2283.80126953125 1943.7740478515625 2461.87939453125 2029.0382080078125],0.5818788409233093,MIK3268,0.5971105167262379
5344,2537.0,[1110.058018691444 1170.1217467945478 1740.1832603254952 1827.493314199454],[1324.8795166015625 1682.2005615234375 1458.5880126953125 1753.6109619140625],0.5206232070922852,NOM1562,0.142278564491841
5347,2537.0,[1098.1482152987628 1190.6626191402338 1736.796662672159 1856.9973038012436],[1315.010009765625 1714.8299560546875 1447.69482421875 1789.8658447265625],0.538913905620575,NBN3562,0.24818185743552046
5352,2537.0,[1068.9257577532937 1234.030463012282 1726.1812984103392 1940.1695366746865],[1289.134765625 1776.322998046875 1443.364013671875 1855.28759765625],0.617337167263031,NBN1562,0.41080422524962845
5355,2537.0,[1052.9224052972652 1256.2468580816976 1722.0984619900116 1973.4280004977322],[1275.2840576171875 1824.0882568359375 1427.0986328125 1899.596923828125],0.5852803587913513,NBM1562,0.33427906704402705
5360,2537.0,[1018.8617927773857 1299.150336503334 1710.91250514705 2040.1233647069366],[1246.93212890625 1893.337646484375 1405.62255859375 1974.183837890625],0.591046154499054,NBN1562,0.31892820856426957
5363,2537.0,[998.3000024885114 1331.1952912672823 1704.5473407538607 2090.4565849180435],[1225.72509765625 1937.7073974609375 1385.98193359375 2021.5235595703125],0.609550952911377,NBM1562,0.4168975263942825
5364,2537.0,[991.2311174715117 1339.7849121078816 1703.5543934307932 2103.7210283299933],[1220.783935546875 1948.461181640625 1380.7247314453125 2034.624755859375],0.5598678588867188,NBN1562,0.7363181520023925
5365,2537.0,[982.704370042055 1349.579826913605 1701.7659417115133 2121.293801560805],[1216.1986083984375 1965.2449951171875 1375.7032470703125 2049.211669921875],0.5753373503684998,XBN3562,0.2294052863050495
5366,2537.0,[973.979970931601 1359.1331353239325 1699.3925049405937 2136.2017118026497],[1214.0159912109375 1987.927490234375 1375.5970458984375 2069.462890625],0.6111332178115845,NAN1562,0.07207058899870546
5370,2537.0,[942.632102077275 1385.4709109567834 1686.5863482790094 2156.8991310318397],[1189.97900390625 2046.6435546875 1357.409912109375 2136.10888671875],0.6551954746246338,IEN1562,0.1828068194573573
5372,2537.0,[927.5626692614314 1404.9685217744375 1683.0728050440812 2160.581689203086],[1169.1336669921875 2084.00830078125 1342.18896484375 2160.0],0.6076167821884155,MBN3562,0.1153931578601669
5423,2557.0,[1592.8542501353568 1094.64617140168 2128.5664601457506 1556.2921829862175],[1788.662841796875 1464.103271484375 1887.6005859375 1508.96630859375],0.48412734270095825,SIG3231,0.24485585496632326
5448,2557.0,[1491.4675630872157 1284.9247136091615 2111.857796350494 1851.5306863415733],[1701.544921875 1684.0074462890625 1832.362060546875 1768.0418701171875],0.2701818645000458,MAG3239,0.2647030922584572
5449,2557.0,[1487.3320908495884 1285.0397975839207 2110.1957953700703 1849.335978322181],[1709.5535888671875 1726.5091552734375 1826.4180908203125 1789.7841796875],0.3318306505680084,WBG3239,0.09776248363132323
5450,2557.0,[1482.7617569341244 1291.9046327605033 2108.8267956576688 1854.9582660105784],[1704.3680419921875 1733.24267578125 1824.4742431640625 1792.593017578125],0.43683576583862305,KBG3239,0.1848434201395817
5452,2557.0,[1472.5080080901507 1310.7383668688728 2107.9734690652735 1882.882140945607],[1687.735107421875 1753.855224609375 1833.34423828125 1816.54541015625],0.45987483859062195,WBG3239,0.10341448166981747
5453,2557.0,[1465.7555255166092 1318.606931107258 2106.228291636792 1892.4157763203582],[1677.0625 1769.48486328125 1823.679443359375 1839.246337890625],0.45673924684524536,NIG3239,0.17143473553547886
5454,2557.0,[1460.6321995917301 1325.8712159473612 2104.980950386745 1903.088708510766],[1682.69970703125 1774.580810546875 1823.0595703125 1842.308837890625],0.4469461143016815,MBG3239,0.22331962105230835
5456,2557.0,[1449.7192730549048 1339.2674895069827 2102.7644062715394 1925.658265441993],[1676.15576171875 1803.932373046875 1828.65576171875 1877.89453125],0.5075763463973999,AEG3239,0.17972115244739043
